Started
2019 day 12:
.....
0 : pos=<x= 2 , y= -1 , z= 1 >, vel=<x= 3 , y= -1 , z= -1 >
3 : pos=<x= 1 , y= -7 , z= 2 >, vel=<x= -1 , y= -5 , z= 6 >
found velocity and position match, step #: 68
0 : pos=<x= 5 , y= -8 , z= -5 >, vel=<x= 0 , y= -1 , z= -4 >
1 : pos=<x= 1 , y= 5 , z= 2 >, vel=<x= 1 , y= 3 , z= 0 >
2 : pos=<x= 1 , y= 0 , z= -1 >, vel=<x= -1 , y= 1 , z= 0 >
3 : pos=<x= 1 , y= -10 , z= 6 >, vel=<x= 0 , y= -3 , z= 4 >
found velocity and position match, step #: 69
0 : pos=<x= 2 , y= -8 , z= -6 >, vel=<x= -3 , y= 0 , z= -1 >
1 : pos=<x= 3 , y= 5 , z= 1 >, vel=<x= 2 , y= 0 , z= -1 >
2 : pos=<x= 1 , y= 0 , z= 0 >, vel=<x= 0 , y= 0 , z= 1 >
3 : pos=<x= 2 , y= -10 , z= 7 >, vel=<x= 1 , y= 0 , z= 1 >
found velocity and position match, step #: 70
0 : pos=<x= -1 , y= -7 , z= -4 >, vel=<x= -3 , y= 1 , z= 2 >
1 : pos=<x= 2 , y= 2 , z= -1 >, vel=<x= -1 , y= -3 , z= -2 >
2 : pos=<x= 4 , y= -1 , z= 2 >, vel=<x= 3 , y= -1 , z= 2 >
3 : pos=<x= 3 , y= -7 , z= 5 >, vel=<x= 1 , y= 3 , z= -2 >
found velocity and position match, step #: 71
0 : pos=<x= -1 , y= -4 , z= 1 >, vel=<x= 0 , y= 3 , z= 5 >
1 : pos=<x= 2 , y= -4 , z= -2 >, vel=<x= 0 , y= -6 , z= -1 >
2 : pos=<x= 4 , y= -3 , z= 3 >, vel=<x= 0 , y= -2 , z= 1 >
3 : pos=<x= 3 , y= -2 , z= 0 >, vel=<x= 0 , y= 5 , z= -5 >
found velocity and position match, step #: 72
0 : pos=<x= 2 , y= 1 , z= 5 >, vel=<x= 3 , y= 5 , z= 4 >
1 : pos=<x= 3 , y= -8 , z= 0 >, vel=<x= 1 , y= -4 , z= 2 >
2 : pos=<x= 1 , y= -6 , z= 1 >, vel=<x= -3 , y= -3 , z= -2 >
3 : pos=<x= 2 , y= 0 , z= -4 >, vel=<x= -1 , y= 2 , z= -4 >
found velocity and position match, step #: 73
0 : pos=<x= 5 , y= 3 , z= 6 >, vel=<x= 3 , y= 2 , z= 1 >
1 : pos=<x= 1 , y= -9 , z= 3 >, vel=<x= -2 , y= -1 , z= 3 >
2 : pos=<x= 1 , y= -8 , z= -2 >, vel=<x= 0 , y= -2 , z= -3 >
3 : pos=<x= 1 , y= 1 , z= -5 >, vel=<x= -1 , y= 1 , z= -1 >
found velocity and position match, step #: 74
0 : pos=<x= 5 , y= 2 , z= 4 >, vel=<x= 0 , y= -1 , z= -2 >
1 : pos=<x= 0 , y= -7 , z= 5 >, vel=<x= -1 , y= 2 , z= 2 >
2 : pos=<x= 2 , y= -9 , z= -4 >, vel=<x= 1 , y= -1 , z= -2 >
3 : pos=<x= 1 , y= 1 , z= -3 >, vel=<x= 0 , y= 0 , z= 2 >
found velocity and position match, step #: 75
0 : pos=<x= 2 , y= -2 , z= 1 >, vel=<x= -3 , y= -4 , z= -3 >
1 : pos=<x= 2 , y= -4 , z= 4 >, vel=<x= 2 , y= 3 , z= -1 >
2 : pos=<x= 2 , y= -7 , z= -3 >, vel=<x= 0 , y= 2 , z= 1 >
3 : pos=<x= 2 , y= 0 , z= 0 >, vel=<x= 1 , y= -1 , z= 3 >
found velocity and position match, step #: 76
0 : pos=<x= -1 , y= -7 , z= -3 >, vel=<x= -3 , y= -5 , z= -4 >
1 : pos=<x= 4 , y= 0 , z= 0 >, vel=<x= 2 , y= 4 , z= -4 >
2 : pos=<x= 2 , y= -2 , z= 1 >, vel=<x= 0 , y= 5 , z= 4 >
3 : pos=<x= 3 , y= -4 , z= 4 >, vel=<x= 1 , y= -4 , z= 4 >
found velocity and position match, step #: 77
0 : pos=<x= -1 , y= -9 , z= -4 >, vel=<x= 0 , y= -2 , z= -1 >
1 : pos=<x= 3 , y= 1 , z= -3 >, vel=<x= -1 , y= 1 , z= -3 >
2 : pos=<x= 3 , y= 2 , z= 4 >, vel=<x= 1 , y= 4 , z= 3 >
3 : pos=<x= 3 , y= -7 , z= 5 >, vel=<x= 0 , y= -3 , z= 1 >
found velocity and position match, step #: 78
0 : pos=<x= 2 , y= -8 , z= -2 >, vel=<x= 3 , y= 1 , z= 2 >
1 : pos=<x= 1 , y= 1 , z= -5 >, vel=<x= -2 , y= 0 , z= -2 >
2 : pos=<x= 3 , y= 3 , z= 6 >, vel=<x= 0 , y= 1 , z= 2 >
3 : pos=<x= 2 , y= -9 , z= 3 >, vel=<x= -1 , y= -2 , z= -2 >
found velocity and position match, step #: 79
0 : pos=<x= 5 , y= -6 , z= 1 >, vel=<x= 3 , y= 2 , z= 3 >
1 : pos=<x= 2 , y= 0 , z= -4 >, vel=<x= 1 , y= -1 , z= 1 >
2 : pos=<x= 0 , y= 1 , z= 5 >, vel=<x= -3 , y= -2 , z= -1 >
3 : pos=<x= 1 , y= -8 , z= 0 >, vel=<x= -1 , y= 1 , z= -3 >
found velocity and position match, step #: 80
0 : pos=<x= 5 , y= -3 , z= 3 >, vel=<x= 0 , y= 3 , z= 2 >
1 : pos=<x= 2 , y= -2 , z= 0 >, vel=<x= 0 , y= -2 , z= 4 >
2 : pos=<x= 0 , y= -4 , z= 1 >, vel=<x= 0 , y= -5 , z= -4 >
3 : pos=<x= 1 , y= -4 , z= -2 >, vel=<x= 0 , y= 4 , z= -2 >
found velocity and position match, step #: 81
0 : pos=<x= 2 , y= -1 , z= 2 >, vel=<x= -3 , y= 2 , z= -1 >
1 : pos=<x= 1 , y= -7 , z= 5 >, vel=<x= -1 , y= -5 , z= 5 >
2 : pos=<x= 3 , y= -7 , z= -4 >, vel=<x= 3 , y= -3 , z= -5 >
3 : pos=<x= 2 , y= 2 , z= -1 >, vel=<x= 1 , y= 6 , z= 1 >
found velocity and position match, step #: 82
0 : pos=<x= -1 , y= 0 , z= 0 >, vel=<x= -3 , y= 1 , z= -2 >
1 : pos=<x= 3 , y= -10 , z= 7 >, vel=<x= 2 , y= -3 , z= 2 >
2 : pos=<x= 3 , y= -8 , z= -6 >, vel=<x= 0 , y= -1 , z= -2 >
3 : pos=<x= 3 , y= 5 , z= 1 >, vel=<x= 1 , y= 3 , z= 2 >
found velocity and position match, step #: 83
0 : pos=<x= -1 , y= 0 , z= -1 >, vel=<x= 0 , y= 0 , z= -1 >
1 : pos=<x= 4 , y= -10 , z= 6 >, vel=<x= 1 , y= 0 , z= -1 >
2 : pos=<x= 2 , y= -8 , z= -5 >, vel=<x= -1 , y= 0 , z= 1 >
3 : pos=<x= 3 , y= 5 , z= 2 >, vel=<x= 0 , y= 0 , z= 1 >
found velocity and position match, step #: 84
0 : pos=<x= 2 , y= -1 , z= -1 >, vel=<x= 3 , y= -1 , z= 0 >
1 : pos=<x= 2 , y= -7 , z= 2 >, vel=<x= -2 , y= 3 , z= -4 >
2 : pos=<x= 2 , y= -7 , z= -1 >, vel=<x= 0 , y= 1 , z= 4 >
3 : pos=<x= 2 , y= 2 , z= 2 >, vel=<x= -1 , y= -3 , z= 0 >
found velocity and position match, step #: 85
0 : pos=<x= 5 , y= -3 , z= 1 >, vel=<x= 3 , y= -2 , z= 2 >
1 : pos=<x= 0 , y= -2 , z= -4 >, vel=<x= -2 , y= 5 , z= -6 >
2 : pos=<x= 2 , y= -4 , z= 5 >, vel=<x= 0 , y= 3 , z= 6 >
3 : pos=<x= 1 , y= -4 , z= 0 >, vel=<x= -1 , y= -6 , z= -2 >
found velocity and position match, step #: 86
0 : pos=<x= 5 , y= -6 , z= 2 >, vel=<x= 0 , y= -3 , z= 1 >
1 : pos=<x= 1 , y= 0 , z= -7 >, vel=<x= 1 , y= 2 , z= -3 >
2 : pos=<x= 1 , y= 1 , z= 8 >, vel=<x= -1 , y= 5 , z= 3 >
3 : pos=<x= 1 , y= -8 , z= -1 >, vel=<x= 0 , y= -4 , z= -1 >
found velocity and position match, step #: 87
0 : pos=<x= 2 , y= -8 , z= 2 >, vel=<x= -3 , y= -2 , z= 0 >
1 : pos=<x= 3 , y= 1 , z= -7 >, vel=<x= 2 , y= 1 , z= 0 >
2 : pos=<x= 1 , y= 3 , z= 8 >, vel=<x= 0 , y= 2 , z= 0 >
3 : pos=<x= 2 , y= -9 , z= -1 >, vel=<x= 1 , y= -1 , z= 0 >
found velocity and position match, step #: 88
0 : pos=<x= -1 , y= -9 , z= 1 >, vel=<x= -3 , y= -1 , z= -1 >
1 : pos=<x= 2 , y= 1 , z= -4 >, vel=<x= -1 , y= 0 , z= 3 >
2 : pos=<x= 4 , y= 2 , z= 5 >, vel=<x= 3 , y= -1 , z= -3 >
3 : pos=<x= 3 , y= -7 , z= 0 >, vel=<x= 1 , y= 2 , z= 1 >
found velocity and position match, step #: 89
0 : pos=<x= -1 , y= -7 , z= -1 >, vel=<x= 0 , y= 2 , z= -2 >
1 : pos=<x= 2 , y= 0 , z= 2 >, vel=<x= 0 , y= -1 , z= 6 >
2 : pos=<x= 4 , y= -2 , z= -1 >, vel=<x= 0 , y= -4 , z= -6 >
3 : pos=<x= 3 , y= -4 , z= 2 >, vel=<x= 0 , y= 3 , z= 2 >
found velocity and position match, step #: 90
0 : pos=<x= 2 , y= -2 , z= -1 >, vel=<x= 3 , y= 5 , z= 0 >
1 : pos=<x= 3 , y= -4 , z= 6 >, vel=<x= 1 , y= -4 , z= 4 >
2 : pos=<x= 1 , y= -7 , z= -5 >, vel=<x= -3 , y= -5 , z= -4 >
3 : pos=<x= 2 , y= 0 , z= 2 >, vel=<x= -1 , y= 4 , z= 0 >
found velocity and position match, step #: 91
0 : pos=<x= 5 , y= 2 , z= 0 >, vel=<x= 3 , y= 4 , z= 1 >
1 : pos=<x= 1 , y= -7 , z= 7 >, vel=<x= -2 , y= -3 , z= 1 >
2 : pos=<x= 1 , y= -9 , z= -6 >, vel=<x= 0 , y= -2 , z= -1 >
3 : pos=<x= 1 , y= 1 , z= 1 >, vel=<x= -1 , y= 1 , z= -1 >
found velocity and position match, step #: 92
0 : pos=<x= 5 , y= 3 , z= 2 >, vel=<x= 0 , y= 1 , z= 2 >
1 : pos=<x= 0 , y= -9 , z= 5 >, vel=<x= -1 , y= -2 , z= -2 >
2 : pos=<x= 2 , y= -8 , z= -4 >, vel=<x= 1 , y= 1 , z= 2 >
3 : pos=<x= 1 , y= 1 , z= -1 >, vel=<x= 0 , y= 0 , z= -2 >
found velocity and position match, step #: 93
0 : pos=<x= 2 , y= 1 , z= 3 >, vel=<x= -3 , y= -2 , z= 1 >
1 : pos=<x= 2 , y= -8 , z= 0 >, vel=<x= 2 , y= 1 , z= -5 >
2 : pos=<x= 2 , y= -6 , z= 1 >, vel=<x= 0 , y= 2 , z= 5 >
3 : pos=<x= 2 , y= 0 , z= -2 >, vel=<x= 1 , y= -1 , z= -1 >
found velocity and position match, step #: 94
0 : pos=<x= -1 , y= -4 , z= 1 >, vel=<x= -3 , y= -5 , z= -2 >
1 : pos=<x= 4 , y= -4 , z= -4 >, vel=<x= 2 , y= 4 , z= -4 >
2 : pos=<x= 2 , y= -3 , z= 5 >, vel=<x= 0 , y= 3 , z= 4 >
3 : pos=<x= 3 , y= -2 , z= 0 >, vel=<x= 1 , y= -2 , z= 2 >
found velocity and position match, step #: 95
0 : pos=<x= -1 , y= -7 , z= -2 >, vel=<x= 0 , y= -3 , z= -3 >
1 : pos=<x= 3 , y= 2 , z= -5 >, vel=<x= -1 , y= 6 , z= -1 >
2 : pos=<x= 3 , y= -1 , z= 6 >, vel=<x= 1 , y= 2 , z= 1 >
3 : pos=<x= 3 , y= -7 , z= 3 >, vel=<x= 0 , y= -5 , z= 3 >
found velocity and position match, step #: 96
0 : pos=<x= 2 , y= -8 , z= -4 >, vel=<x= 3 , y= -1 , z= -2 >
1 : pos=<x= 1 , y= 5 , z= -3 >, vel=<x= -2 , y= 3 , z= 2 >
2 : pos=<x= 3 , y= 0 , z= 4 >, vel=<x= 0 , y= 1 , z= -2 >
3 : pos=<x= 2 , y= -10 , z= 5 >, vel=<x= -1 , y= -3 , z= 2 >
found velocity and position match, step #: 97
0 : pos=<x= 5 , y= -8 , z= -3 >, vel=<x= 3 , y= 0 , z= 1 >
1 : pos=<x= 2 , y= 5 , z= 0 >, vel=<x= 1 , y= 0 , z= 3 >
2 : pos=<x= 0 , y= 0 , z= 1 >, vel=<x= -3 , y= 0 , z= -3 >
3 : pos=<x= 1 , y= -10 , z= 4 >, vel=<x= -1 , y= 0 , z= -1 >
found velocity and position match, step #: 98
0 : pos=<x= 5 , y= -7 , z= 1 >, vel=<x= 0 , y= 1 , z= 4 >
1 : pos=<x= 2 , y= 2 , z= 4 >, vel=<x= 0 , y= -3 , z= 4 >
2 : pos=<x= 0 , y= -1 , z= -3 >, vel=<x= 0 , y= -1 , z= -4 >
3 : pos=<x= 1 , y= -7 , z= 0 >, vel=<x= 0 , y= 3 , z= -4 >
found velocity and position match, step #: 99
0 : pos=<x= 2 , y= -4 , z= 4 >, vel=<x= -3 , y= 3 , z= 3 >
1 : pos=<x= 1 , y= -4 , z= 5 >, vel=<x= -1 , y= -6 , z= 1 >
2 : pos=<x= 3 , y= -3 , z= -4 >, vel=<x= 3 , y= -2 , z= -1 >
3 : pos=<x= 2 , y= -2 , z= -3 >, vel=<x= 1 , y= 5 , z= -3 >
found velocity and position match, step #: 100
0 : pos=<x= -1 , y= 1 , z= 6 >, vel=<x= -3 , y= 5 , z= 2 >
1 : pos=<x= 3 , y= -8 , z= 3 >, vel=<x= 2 , y= -4 , z= -2 >
2 : pos=<x= 3 , y= -6 , z= -2 >, vel=<x= 0 , y= -3 , z= 2 >
3 : pos=<x= 3 , y= 0 , z= -5 >, vel=<x= 1 , y= 2 , z= -2 >
found velocity and position match, step #: 101
0 : pos=<x= -1 , y= 3 , z= 5 >, vel=<x= 0 , y= 2 , z= -1 >
1 : pos=<x= 4 , y= -9 , z= 0 >, vel=<x= 1 , y= -1 , z= -3 >
2 : pos=<x= 2 , y= -8 , z= 1 >, vel=<x= -1 , y= -2 , z= 3 >
3 : pos=<x= 3 , y= 1 , z= -4 >, vel=<x= 0 , y= 1 , z= 1 >
found velocity and position match, step #: 102
0 : pos=<x= 2 , y= 2 , z= 1 >, vel=<x= 3 , y= -1 , z= -4 >
1 : pos=<x= 2 , y= -7 , z= -2 >, vel=<x= -2 , y= 2 , z= -2 >
2 : pos=<x= 2 , y= -9 , z= 3 >, vel=<x= 0 , y= -1 , z= 2 >
3 : pos=<x= 2 , y= 1 , z= 0 >, vel=<x= -1 , y= 0 , z= 4 >
found velocity and position match, step #: 103
0 : pos=<x= 5 , y= -2 , z= -4 >, vel=<x= 3 , y= -4 , z= -5 >
1 : pos=<x= 0 , y= -4 , z= -1 >, vel=<x= -2 , y= 3 , z= 1 >
2 : pos=<x= 2 , y= -7 , z= 2 >, vel=<x= 0 , y= 2 , z= -1 >
3 : pos=<x= 1 , y= 0 , z= 5 >, vel=<x= -1 , y= -1 , z= 5 >
found velocity and position match, step #: 104
0 : pos=<x= 5 , y= -7 , z= -6 >, vel=<x= 0 , y= -5 , z= -2 >
1 : pos=<x= 1 , y= 0 , z= 1 >, vel=<x= 1 , y= 4 , z= 2 >
2 : pos=<x= 1 , y= -2 , z= 0 >, vel=<x= -1 , y= 5 , z= -2 >
3 : pos=<x= 1 , y= -4 , z= 7 >, vel=<x= 0 , y= -4 , z= 2 >
found velocity and position match, step #: 105
0 : pos=<x= 2 , y= -9 , z= -5 >, vel=<x= -3 , y= -2 , z= 1 >
1 : pos=<x= 3 , y= 1 , z= 2 >, vel=<x= 2 , y= 1 , z= 1 >
2 : pos=<x= 1 , y= 2 , z= -1 >, vel=<x= 0 , y= 4 , z= -1 >
3 : pos=<x= 2 , y= -7 , z= 6 >, vel=<x= 1 , y= -3 , z= -1 >
found velocity and position match, step #: 106
0 : pos=<x= -1 , y= -8 , z= -1 >, vel=<x= -3 , y= 1 , z= 4 >
1 : pos=<x= 2 , y= 1 , z= 2 >, vel=<x= -1 , y= 0 , z= 0 >
2 : pos=<x= 4 , y= 3 , z= -1 >, vel=<x= 3 , y= 1 , z= 0 >
3 : pos=<x= 3 , y= -9 , z= 2 >, vel=<x= 1 , y= -2 , z= -4 >
found velocity and position match, step #: 107
0 : pos=<x= -1 , y= -6 , z= 5 >, vel=<x= 0 , y= 2 , z= 6 >
1 : pos=<x= 2 , y= 0 , z= 0 >, vel=<x= 0 , y= -1 , z= -2 >
2 : pos=<x= 4 , y= 1 , z= 1 >, vel=<x= 0 , y= -2 , z= 2 >
3 : pos=<x= 3 , y= -8 , z= -4 >, vel=<x= 0 , y= 1 , z= -6 >
found velocity and position match, step #: 108
0 : pos=<x= 2 , y= -3 , z= 8 >, vel=<x= 3 , y= 3 , z= 3 >
1 : pos=<x= 3 , y= -2 , z= -1 >, vel=<x= 1 , y= -2 , z= -1 >
2 : pos=<x= 1 , y= -4 , z= 2 >, vel=<x= -3 , y= -5 , z= 1 >
3 : pos=<x= 2 , y= -4 , z= -7 >, vel=<x= -1 , y= 4 , z= -3 >
found velocity and position match, step #: 109
0 : pos=<x= 5 , y= -1 , z= 8 >, vel=<x= 3 , y= 2 , z= 0 >
1 : pos=<x= 1 , y= -7 , z= -1 >, vel=<x= -2 , y= -5 , z= 0 >
2 : pos=<x= 1 , y= -7 , z= 2 >, vel=<x= 0 , y= -3 , z= 0 >
3 : pos=<x= 1 , y= 2 , z= -7 >, vel=<x= -1 , y= 6 , z= 0 >
found velocity and position match, step #: 110
0 : pos=<x= 5 , y= 0 , z= 5 >, vel=<x= 0 , y= 1 , z= -3 >
1 : pos=<x= 0 , y= -10 , z= 0 >, vel=<x= -1 , y= -3 , z= 1 >
2 : pos=<x= 2 , y= -8 , z= 1 >, vel=<x= 1 , y= -1 , z= -1 >
3 : pos=<x= 1 , y= 5 , z= -4 >, vel=<x= 0 , y= 3 , z= 3 >
found velocity and position match, step #: 111
0 : pos=<x= 2 , y= 0 , z= -1 >, vel=<x= -3 , y= 0 , z= -6 >
1 : pos=<x= 2 , y= -10 , z= 2 >, vel=<x= 2 , y= 0 , z= 2 >
2 : pos=<x= 2 , y= -8 , z= -1 >, vel=<x= 0 , y= 0 , z= -2 >
3 : pos=<x= 2 , y= 5 , z= 2 >, vel=<x= 1 , y= 0 , z= 6 >
found velocity and position match, step #: 112
0 : pos=<x= -1 , y= -1 , z= -5 >, vel=<x= -3 , y= -1 , z= -4 >
1 : pos=<x= 4 , y= -7 , z= 2 >, vel=<x= 2 , y= 3 , z= 0 >
2 : pos=<x= 2 , y= -7 , z= -1 >, vel=<x= 0 , y= 1 , z= 0 >
3 : pos=<x= 3 , y= 2 , z= 6 >, vel=<x= 1 , y= -3 , z= 4 >
found velocity and position match, step #: 113
0 : pos=<x= -1 , y= -3 , z= -6 >, vel=<x= 0 , y= -2 , z= -1 >
1 : pos=<x= 3 , y= -2 , z= 1 >, vel=<x= -1 , y= 5 , z= -1 >
2 : pos=<x= 3 , y= -4 , z= 0 >, vel=<x= 1 , y= 3 , z= 1 >
3 : pos=<x= 3 , y= -4 , z= 7 >, vel=<x= 0 , y= -6 , z= 1 >
found velocity and position match, step #: 114
0 : pos=<x= 2 , y= -6 , z= -4 >, vel=<x= 3 , y= -3 , z= 2 >
1 : pos=<x= 1 , y= 0 , z= -1 >, vel=<x= -2 , y= 2 , z= -2 >
2 : pos=<x= 3 , y= 1 , z= 2 >, vel=<x= 0 , y= 5 , z= 2 >
3 : pos=<x= 2 , y= -8 , z= 5 >, vel=<x= -1 , y= -4 , z= -2 >
found velocity and position match, step #: 115
0 : pos=<x= 5 , y= -8 , z= 1 >, vel=<x= 3 , y= -2 , z= 5 >
1 : pos=<x= 2 , y= 1 , z= -2 >, vel=<x= 1 , y= 1 , z= -1 >
2 : pos=<x= 0 , y= 3 , z= 3 >, vel=<x= -3 , y= 2 , z= 1 >
3 : pos=<x= 1 , y= -9 , z= 0 >, vel=<x= -1 , y= -1 , z= -5 >
found velocity and position match, step #: 116
0 : pos=<x= 5 , y= -9 , z= 5 >, vel=<x= 0 , y= -1 , z= 4 >
1 : pos=<x= 2 , y= 1 , z= 0 >, vel=<x= 0 , y= 0 , z= 2 >
2 : pos=<x= 0 , y= 2 , z= 1 >, vel=<x= 0 , y= -1 , z= -2 >
3 : pos=<x= 1 , y= -7 , z= -4 >, vel=<x= 0 , y= 2 , z= -4 >
found velocity and position match, step #: 117
0 : pos=<x= 2 , y= -7 , z= 6 >, vel=<x= -3 , y= 2 , z= 1 >
1 : pos=<x= 1 , y= 0 , z= 3 >, vel=<x= -1 , y= -1 , z= 3 >
2 : pos=<x= 3 , y= -2 , z= -2 >, vel=<x= 3 , y= -4 , z= -3 >
3 : pos=<x= 2 , y= -4 , z= -5 >, vel=<x= 1 , y= 3 , z= -1 >
found velocity and position match, step #: 118
0 : pos=<x= -1 , y= -2 , z= 4 >, vel=<x= -3 , y= 5 , z= -2 >
1 : pos=<x= 3 , y= -4 , z= 5 >, vel=<x= 2 , y= -4 , z= 2 >
2 : pos=<x= 3 , y= -7 , z= -4 >, vel=<x= 0 , y= -5 , z= -2 >
3 : pos=<x= 3 , y= 0 , z= -3 >, vel=<x= 1 , y= 4 , z= 2 >
found velocity and position match, step #: 119
0 : pos=<x= -1 , y= 2 , z= 1 >, vel=<x= 0 , y= 4 , z= -3 >
1 : pos=<x= 4 , y= -7 , z= 4 >, vel=<x= 1 , y= -3 , z= -1 >
2 : pos=<x= 2 , y= -9 , z= -3 >, vel=<x= -1 , y= -2 , z= 1 >
3 : pos=<x= 3 , y= 1 , z= 0 >, vel=<x= 0 , y= 1 , z= 3 >
found velocity and position match, step #: 120
0 : pos=<x= 2 , y= 3 , z= -3 >, vel=<x= 3 , y= 1 , z= -4 >
1 : pos=<x= 2 , y= -9 , z= 0 >, vel=<x= -2 , y= -2 , z= -4 >
2 : pos=<x= 2 , y= -8 , z= 1 >, vel=<x= 0 , y= 1 , z= 4 >
3 : pos=<x= 2 , y= 1 , z= 4 >, vel=<x= -1 , y= 0 , z= 4 >
found velocity and position match, step #: 121
0 : pos=<x= 5 , y= 1 , z= -4 >, vel=<x= 3 , y= -2 , z= -1 >
1 : pos=<x= 0 , y= -8 , z= -3 >, vel=<x= -2 , y= 1 , z= -3 >
2 : pos=<x= 2 , y= -6 , z= 4 >, vel=<x= 0 , y= 2 , z= 3 >
3 : pos=<x= 1 , y= 0 , z= 5 >, vel=<x= -1 , y= -1 , z= 1 >
found velocity and position match, step #: 122
0 : pos=<x= 5 , y= -4 , z= -2 >, vel=<x= 0 , y= -5 , z= 2 >
1 : pos=<x= 1 , y= -4 , z= -5 >, vel=<x= 1 , y= 4 , z= -2 >
2 : pos=<x= 1 , y= -3 , z= 6 >, vel=<x= -1 , y= 3 , z= 2 >
3 : pos=<x= 1 , y= -2 , z= 3 >, vel=<x= 0 , y= -2 , z= -2 >
found velocity and position match, step #: 123
0 : pos=<x= 2 , y= -7 , z= 1 >, vel=<x= -3 , y= -3 , z= 3 >
1 : pos=<x= 3 , y= 2 , z= -4 >, vel=<x= 2 , y= 6 , z= 1 >
2 : pos=<x= 1 , y= -1 , z= 5 >, vel=<x= 0 , y= 2 , z= -1 >
3 : pos=<x= 2 , y= -7 , z= 0 >, vel=<x= 1 , y= -5 , z= -3 >
found velocity and position match, step #: 124
0 : pos=<x= -1 , y= -8 , z= 3 >, vel=<x= -3 , y= -1 , z= 2 >
1 : pos=<x= 2 , y= 5 , z= 0 >, vel=<x= -1 , y= 3 , z= 4 >
2 : pos=<x= 4 , y= 0 , z= 1 >, vel=<x= 3 , y= 1 , z= -4 >
3 : pos=<x= 3 , y= -10 , z= -2 >, vel=<x= 1 , y= -3 , z= -2 >
found velocity and position match, step #: 125
0 : pos=<x= -1 , y= -8 , z= 2 >, vel=<x= 0 , y= 0 , z= -1 >
1 : pos=<x= 2 , y= 5 , z= 5 >, vel=<x= 0 , y= 0 , z= 5 >
2 : pos=<x= 4 , y= 0 , z= -4 >, vel=<x= 0 , y= 0 , z= -5 >
3 : pos=<x= 3 , y= -10 , z= -1 >, vel=<x= 0 , y= 0 , z= 1 >
found velocity and position match, step #: 126
0 : pos=<x= 2 , y= -7 , z= 0 >, vel=<x= 3 , y= 1 , z= -2 >
1 : pos=<x= 3 , y= 2 , z= 7 >, vel=<x= 1 , y= -3 , z= 2 >
2 : pos=<x= 1 , y= -1 , z= -6 >, vel=<x= -3 , y= -1 , z= -2 >
3 : pos=<x= 2 , y= -7 , z= 1 >, vel=<x= -1 , y= 3 , z= 2 >
found velocity and position match, step #: 127
0 : pos=<x= 5 , y= -4 , z= -1 >, vel=<x= 3 , y= 3 , z= -1 >
1 : pos=<x= 1 , y= -4 , z= 6 >, vel=<x= -2 , y= -6 , z= -1 >
2 : pos=<x= 1 , y= -3 , z= -5 >, vel=<x= 0 , y= -2 , z= 1 >
3 : pos=<x= 1 , y= -2 , z= 2 >, vel=<x= -1 , y= 5 , z= 1 >
found velocity and position match, step #: 128
0 : pos=<x= 5 , y= 1 , z= -1 >, vel=<x= 0 , y= 5 , z= 0 >
1 : pos=<x= 0 , y= -8 , z= 2 >, vel=<x= -1 , y= -4 , z= -4 >
2 : pos=<x= 2 , y= -6 , z= -1 >, vel=<x= 1 , y= -3 , z= 4 >
3 : pos=<x= 1 , y= 0 , z= 2 >, vel=<x= 0 , y= 2 , z= 0 >
found velocity and position match, step #: 129
0 : pos=<x= 2 , y= 3 , z= 1 >, vel=<x= -3 , y= 2 , z= 2 >
1 : pos=<x= 2 , y= -9 , z= -4 >, vel=<x= 2 , y= -1 , z= -6 >
2 : pos=<x= 2 , y= -8 , z= 5 >, vel=<x= 0 , y= -2 , z= 6 >
3 : pos=<x= 2 , y= 1 , z= 0 >, vel=<x= 1 , y= 1 , z= -2 >
found velocity and position match, step #: 130
0 : pos=<x= -1 , y= 2 , z= 2 >, vel=<x= -3 , y= -1 , z= 1 >
1 : pos=<x= 4 , y= -7 , z= -7 >, vel=<x= 2 , y= 2 , z= -3 >
2 : pos=<x= 2 , y= -9 , z= 8 >, vel=<x= 0 , y= -1 , z= 3 >
3 : pos=<x= 3 , y= 1 , z= -1 >, vel=<x= 1 , y= 0 , z= -1 >
found velocity and position match, step #: 131
0 : pos=<x= -1 , y= -2 , z= 2 >, vel=<x= 0 , y= -4 , z= 0 >
1 : pos=<x= 3 , y= -4 , z= -7 >, vel=<x= -1 , y= 3 , z= 0 >
2 : pos=<x= 3 , y= -7 , z= 8 >, vel=<x= 1 , y= 2 , z= 0 >
3 : pos=<x= 3 , y= 0 , z= -1 >, vel=<x= 0 , y= -1 , z= 0 >
found velocity and position match, step #: 132
0 : pos=<x= 2 , y= -7 , z= 1 >, vel=<x= 3 , y= -5 , z= -1 >
1 : pos=<x= 1 , y= 0 , z= -4 >, vel=<x= -2 , y= 4 , z= 3 >
2 : pos=<x= 3 , y= -2 , z= 5 >, vel=<x= 0 , y= 5 , z= -3 >
3 : pos=<x= 2 , y= -4 , z= 0 >, vel=<x= -1 , y= -4 , z= 1 >
found velocity and position match, step #: 133
0 : pos=<x= 5 , y= -9 , z= -1 >, vel=<x= 3 , y= -2 , z= -2 >
1 : pos=<x= 2 , y= 1 , z= 2 >, vel=<x= 1 , y= 1 , z= 6 >
2 : pos=<x= 0 , y= 2 , z= -1 >, vel=<x= -3 , y= 4 , z= -6 >
3 : pos=<x= 1 , y= -7 , z= 2 >, vel=<x= -1 , y= -3 , z= 2 >
found velocity and position match, step #: 134
